Retention volume (mL),0.5hr,1.5hr,1hr,2.5hr,5hr,PPS
31.67667,-1.031194,-0.03104793,-0.2658545,0.02726472,-0.02404715,-0.01505155
31.68,-1.032342,-0.03103719,-0.26445,0.02711298,-0.02450941,-0.01601438
31.68333,-1.03239,-0.03222428,-0.2635414,0.02565662,-0.0233695,-0.01638213
31.68667,-1.031935,-0.03481517,-0.2652344,0.02370053,-0.02203504,-0.01474334
31.69,-1.030882,-0.03610144,-0.2647263,0.02254553,-0.01869786,-0.01141082
31.69333,-1.029229,-0.03659043,-0.2638215,0.02129135,-0.01685986,-0.008574223
31.69667,-1.028076,-0.03648052,-0.2611124,0.02133798,-0.01481968,-0.007240612
31.7,-1.028125,-0.03786597,-0.2589068,0.02128161,-0.01488521,-0.006505908
31.70333,-1.02947,-0.03725633,-0.2568995,0.02082851,-0.01474475,-0.007369562
31.70667,-1.030618,-0.03554424,-0.256792,0.01917378,-0.01350947,-0.00893512
31.71,-1.032467,-0.03553351,-0.2576839,0.01631743,-0.01007311,-0.009699592
31.71334,-1.033313,-0.03612169,-0.2594799,0.01576515,-0.007434026,-0.01076161
31.71667,-1.034258,-0.03770932,-0.2617719,0.01680741,-0.005496843,-0.009229634
31.72,-1.034906,-0.03539832,-0.2645635,0.01865458,-0.00355966,-0.009391384
31.72333,-1.037354,-0.03378542,-0.265856,0.02129902,-0.002621928,-0.009759128
31.72667,-1.040702,-0.03217633,-0.2665495,0.02384427,-0.003484732,-0.0104206
31.73,-1.044447,-0.02976234,-0.267842,0.02659171,-0.002947543,-0.01158562
31.73333,-1.047494,-0.02965243,-0.2704353,0.02583725,-0.001609268,-0.01245309
31.73667,-1.048741,-0.03093869,-0.2716286,0.02618142,0.000629277,-0.01171457
31.74,-1.04869,-0.03242714,-0.2727227,0.02762804,0.002467277,-0.01038096
31.74333,-1.048834,-0.03411777,-0.2739159,0.02927303,0.003103649,-0.009844616
31.74667,-1.047285,-0.03370649,-0.2746095,0.03091802,0.000940032,-0.008709369
31.75,-1.048329,-0.03289467,-0.2738001,0.03216246,-0.002623578,-0.00937466
31.75333,-1.049179,-0.03298312,-0.2717966,0.03440635,-0.005885827,-0.01023831
31.75667,-1.050025,-0.03407103,-0.2719867,0.03485353,-0.009445623,-0.0109036
31.76,-1.048872,-0.0360592,-0.2723827,0.03549906,-0.01070897,-0.01116835
31.76333,-1.047417,-0.03854709,-0.2743732,0.03704486,-0.01097287,-0.01063582
31.76667,-1.045666,-0.03813582,-0.2750668,0.04068875,-0.009333231,-0.009599759
31.77,-1.044612,-0.03832345,-0.2744595,0.04453482,-0.009696311,-0.008365329
31.77333,-1.04426,-0.03801136,-0.274352,0.04807952,-0.01045993,-0.007527629
31.77667,-1.042607,-0.03529983,-0.2748472,0.05132287,-0.0115211,-0.008894823
31.78,-1.041553,-0.03309183,-0.274938,0.05226977,-0.01068637,-0.0116582
31.78333,-1.040999,-0.03287892,-0.2758338,0.05151531,-0.009946999,-0.01412402
31.78667,-1.038847,-0.03436736,-0.2760238,0.05045949,-0.008608723,-0.01508686
31.79,-1.034696,-0.03485636,-0.2775185,0.05090666,-0.006770723,-0.01605351
31.79333,-1.032242,-0.03494481,-0.2770104,0.05234947,-0.005436262,-0.01551717
31.79667,-1.03139,-0.0354338,-0.2758042,0.05289582,-0.004498529,-0.0144811
31.8,-1.031935,-0.03472117,-0.2743959,0.05404108,-0.005059973,-0.01314749
31.80333,-1.033284,-0.03550771,-0.2743914,0.05348499,-0.005922778,-0.01331306
31.80667,-1.032929,-0.03599671,-0.2754816,0.05133054,-0.005286406,-0.01237618
31.81,-1.031078,-0.03698542,-0.2758777,0.04717718,-0.003848949,-0.008940665
31.81333,-1.029723,-0.03927496,-0.2762699,0.0438211,-0.001309043,-0.006104063
31.81667,-1.026769,-0.04066422,-0.2769634,0.04116692,0.000425961,-0.003771001
31.82,-1.024418,-0.04075267,-0.2766537,0.03861193,0.001066147,-0.003333843
31.82333,-1.023365,-0.04044058,-0.2761494,0.03715938,-9.80E-05,-0.002599139
31.82667,-1.024611,-0.03982713,-0.2757405,0.03520329,-0.001960274,-0.002264978
31.83,-1.025159,-0.03971721,-0.2753355,0.03254912,-0.003521169,-0.002930268
31.83333,-1.024308,-0.04180457,-0.275926,0.03069221,-0.005886964,-0.002294746
31.83667,-1.023853,-0.04429246,-0.2770201,0.02964021,-0.005448957,-0.001457045
31.84,-1.023501,-0.04548336,-0.2773131,0.03068247,-0.004011499,-2.43E-05
31.84333,-1.022848,-0.04726935,-0.2772056,0.03262882,-0.003672674,0.003212894
31.84667,-1.021794,-0.04645754,-0.2773003,0.03387326,-0.006034655,0.004947049
31.85,-1.020943,-0.04474926,-0.2763917,0.03472098,-0.008198272,0.005281209
31.85333,-1.02119,-0.04223609,-0.2779855,0.03396652,-0.01046107,0.005817549
31.85667,-1.021536,-0.04202318,-0.2793771,0.03170907,-0.01162142,0.004751716
31.86,-1.018983,-0.04231381,-0.2816729,0.02905489,-0.0106875,0.004887513
31.86333,-1.016731,-0.04260063,-0.2843653,0.02950206,-0.008147598,0.005622217
31.86667,-1.013175,-0.04178881,-0.2859592,0.03044515,-0.006412594,0.006959643
31.87,-1.012022,-0.03997754,-0.2869503,0.03159041,-0.005974587,0.009094341
31.87333,-1.01267,-0.03896736,-0.2860416,0.03303703,-0.005437398,0.009829045
31.87667,-1.013619,-0.03755664,-0.2860371,0.03388093,-0.004797212,0.008664031
31.88,-1.013866,-0.0361421,-0.2863301,0.03312647,-0.003760298,0.007800376
31.88333,-1.013811,-0.03633355,-0.2882215,0.03247119,-0.00162475,0.008134536
31.88667,-1.013757,-0.03732227,-0.291017,0.03211728,0.001815423,0.008968423
31.89,-1.011906,-0.03870771,-0.2915083,0.03216391,0.005049604,0.009306399
31.89333,-1.010154,-0.03849862,-0.291603,0.03260726,0.007188966,0.01023947
31.89667,-1.010199,-0.0369849,-0.2916938,0.03445443,0.00752779,0.01047445
31.9,-1.012048,-0.03517363,-0.2927879,0.03410051,0.008663887,0.009412427
31.90333,-1.014794,-0.03376291,-0.2943818,0.03484523,0.008300808,0.009944953
31.90667,-1.017742,-0.03295109,-0.2954721,0.03449132,0.007937728,0.01028293
31.91,-1.021289,-0.0333409,-0.2977678,0.03383604,0.008577915,0.01071627
31.91333,-1.022634,-0.03502771,-0.2989611,0.03577857,0.01081264,0.01275179
31.91667,-1.024884,-0.03501698,-0.3002535,0.03702683,0.0102512,0.01498567
31.92,-1.027428,-0.03560515,-0.2985477,0.0381721,0.008690306,0.01632309
31.92333,-1.030875,-0.03429361,-0.2964374,0.03941654,0.004924517,0.0177597
31.92667,-1.033422,-0.03268071,-0.2955326,0.03916181,0.000662817,0.0184944
31.93,-1.035569,-0.03247162,-0.2956235,0.03700735,-0.002099707,0.0179283
31.93333,-1.038017,-0.03385706,-0.2956189,0.0348529,-0.003260058,0.01766355
31.93667,-1.037566,-0.03484578,-0.2958089,0.03389626,-0.00372232,0.01839826
31.94,-1.038012,-0.0359375,-0.2972044,0.03484316,-0.004787304,0.02013241
31.94333,-1.038858,-0.03562541,-0.2972952,0.03728923,-0.005447929,0.02137065
31.94667,-1.040207,-0.03431387,-0.2960891,0.04023122,-0.007413181,0.02190318
31.95,-1.040851,-0.03170151,-0.2946846,0.04147948,-0.01007271,0.0205398
31.95333,-1.040701,-0.02939052,-0.2939743,0.04202201,-0.01193496,0.01907342
31.95667,-1.041147,-0.02747625,-0.2949692,0.04226701,-0.01209968,0.01791222
31.96,-1.040394,-0.02846497,-0.2966622,0.04351526,-0.01036086,0.01664421
31.96334,-1.038841,-0.03025478,-0.298855,0.04485889,-0.008324496,0.01637946
31.96667,-1.036288,-0.0305416,-0.3000483,0.04790387,-0.00698622,0.01611472
31.97,-1.034036,-0.03053086,-0.3002421,0.05004858,-0.006250666,0.0149497
31.97333,-1.032982,-0.02961987,-0.3007335,0.05329574,-0.006110206,0.01358632
31.97667,-1.032429,-0.02740805,-0.3016254,0.05413964,-0.005473834,0.01192158
31.98,-1.030978,-0.02759569,-0.303822,0.05268709,-0.004936645,0.01015766
31.98333,-1.029524,-0.03098385,-0.3062131,0.05232937,-0.00359837,0.009091828
31.98667,-1.02747,-0.03377311,-0.3104047,0.05337544,-0.001161461,0.009528985
31.99,-1.025719,-0.03546374,-0.3125974,0.05382261,0.00167599,0.00936342
31.99333,-1.023665,-0.03735272,-0.3122915,0.05356788,0.00221318,0.0095984
31.99667,-1.02371,-0.03754036,-0.3115851,0.05370988,0.000949832,0.009833379
32,-1.024259,-0.03792635,-0.3120765,0.05305842,-0.000210519,0.009267271
32.00333,-1.026405,-0.03861753,-0.31277,0.0506026,-0.000474417,0.007804709
32.00667,-1.026752,-0.03930489,-0.313765,0.04724652,0.000963041,0.006338333
32.01,-1.026098,-0.04159442,-0.3157555,0.04309317,0.002801042,0.006973855
32.01333,-1.025747,-0.04268232,-0.3170518,0.04063736,0.005638494,0.009108553
32.01667,-1.026093,-0.04327049,-0.3161432,0.03958153,0.007774041,0.01074352
32.02,-1.028442,-0.0423595,-0.3145365,0.03972735,0.007811505,0.01118068
32.02333,-1.030589,-0.04084577,-0.3129298,0.03947261,0.007551422,0.01151484
32.02667,-1.031133,-0.03873696,-0.3098239,0.03761952,0.006585621,0.01015146
32.03,-1.031281,-0.03802432,-0.3081142,0.03496534,0.006726081,0.009085631
32.03333,-1.031429,-0.03911223,-0.306908,0.03421089,0.007762996,0.009221428
32.03667,-1.031477,-0.04040231,-0.306503,0.03475343,0.008201003,0.01055504
32.04,-1.030523,-0.04149021,-0.3047933,0.03570032,0.007738742,0.01269355
32.04333,-1.030469,-0.04167784,-0.3012868,0.03764667,0.005075399,0.0137258
32.04667,-1.030918,-0.03956522,-0.2987799,0.03889111,0.002110697,0.01316351
32.05,-1.032264,-0.03665531,-0.2972724,0.03823584,-0.000949374,0.01129659
32.05333,-1.03401,-0.03564132,-0.2954673,0.03627975,-0.005512435,0.009933211
32.05667,-1.034657,-0.03633249,-0.2969581,0.03532693,-0.008675502,0.009069556
32.06,-1.035404,-0.03581822,-0.3002533,0.03467165,-0.01003803,0.009003174
32.06334,-1.036052,-0.03630722,-0.3033463,0.03511882,-0.0110992,0.009737879
32.06667,-1.036699,-0.03479731,-0.3045396,0.03656163,-0.01176364,0.01017504
32.07,-1.038648,-0.03228414,-0.3059312,0.03890852,-0.01482371,0.0105092
32.07333,-1.041393,-0.02987396,-0.3064226,0.04155296,-0.01778841,0.009542546
32.07667,-1.045142,-0.02836405,-0.3083178,0.04299958,-0.01794931,0.006180265
32.08,-1.047186,-0.02875005,-0.3122119,0.04284403,-0.01651186,0.004515525
32.08334,-1.048833,-0.03033768,-0.3167049,0.04339038,-0.01407495,0.004651322
32.08667,-1.049282,-0.03352748,-0.3197979,0.04443265,-0.01083695,0.006885202
32.09,-1.050628,-0.03661428,-0.3213879,0.04578009,-0.007801138,0.0090199
32.09333,-1.053175,-0.03790437,-0.3227834,0.04742507,-0.005863955,0.01145596
32.09667,-1.055524,-0.0387939,-0.3220769,0.0487687,-0.003724593,0.01239284
32.1,-1.058468,-0.03958045,-0.3220686,0.04791506,-0.003286586,0.01132701
32.10333,-1.060318,-0.04186998,-0.3236624,0.04536006,-0.000750496,0.01166117
32.10667,-1.062262,-0.04525814,-0.3261565,0.04240452,0.003086407,0.0128956
32.11,-1.062112,-0.0486463,-0.3276473,0.04105116,0.005622497,0.0157322
32.11333,-1.061257,-0.05123338,-0.3279403,0.0402967,0.007861041,0.0185688
32.11667,-1.059806,-0.05412182,-0.3275353,0.03904252,0.009199317,0.02030296
32.12,-1.06045,-0.05491218,-0.3257264,0.03718561,0.009835688,0.02153739
32.12333,-1.062498,-0.05530199,-0.3235208,0.03533252,0.008873701,0.02207373
32.12667,-1.064145,-0.05539044,-0.3212122,0.03347562,0.008609804,0.02030981
32.13,-1.064693,-0.05527671,-0.3206049,0.03022253,0.00924999,0.01854207
32.13334,-1.06504,-0.05666598,-0.3207988,0.02716781,0.009085275,0.01957813
32.13667,-1.063986,-0.05755552,-0.3213931,0.0254139,0.01032437,0.02151447
32.14,-1.063436,-0.05754097,-0.3223842,0.02365999,0.009961289,0.02354998
32.14333,-1.06358,-0.0558327,-0.3219792,0.02440471,0.00890012,0.02518496
32.14667,-1.06483,-0.05312116,-0.3205708,0.02444752,0.007137047,0.02492021
32.15,-1.065176,-0.04970772,-0.3202649,0.0234947,0.006674785,0.0243541
32.15334,-1.065324,-0.04669482,-0.3218588,0.02213752,0.007211974,0.02299072
32.15667,-1.064469,-0.04468519,-0.3245512,0.02138306,0.007947528,0.02392379
32.16,-1.064018,-0.04527337,-0.327442,0.02123133,0.01018607,0.02486067
32.16333,-1.062365,-0.04516346,-0.3291351,0.02287631,0.01162353,0.02669782
32.16667,-1.06101,-0.04265028,-0.3295273,0.0238194,0.01235908,0.02803143
32.17,-1.060757,-0.04033929,-0.3279206,0.02576574,0.012099,0.02666806
32.17333,-1.061103,-0.03822666,-0.3271149,0.02691101,0.0112362,0.02400005
32.17667,-1.062552,-0.03631621,-0.3290063,0.025756,0.01127366,0.02113749
32.18,-1.064397,-0.03670602,-0.3300012,0.02480318,0.01071222,0.02037302
32.18333,-1.063244,-0.03789311,-0.3322932,0.02494518,0.01064668,0.02110773
32.18667,-1.061794,-0.04048019,-0.3344859,0.02609044,0.01058496,0.02124352
32.19,-1.062338,-0.04146891,-0.3343784,0.02733869,0.009222435,0.02177986
32.19333,-1.063986,-0.04205708,-0.3336719,0.02808341,0.00546046,0.02201484
32.19667,-1.066334,-0.04154663,-0.3326679,0.02862595,0.000599853,0.0216471
32.2,-1.070381,-0.0415359,-0.3320607,0.02867258,-0.002963758,0.01958563
32.20333,-1.074027,-0.04152517,-0.3305532,0.02681949,-0.005428735,0.01861898
32.20667,-1.076677,-0.04241089,-0.3309454,0.02606503,-0.007390173,0.01785451
32.21,-1.076722,-0.04439906,-0.3322378,0.02640921,-0.009752153,0.01889057
32.21333,-1.077869,-0.04608968,-0.3335303,0.02835555,-0.01131305,0.02022418
32.21667,-1.078715,-0.04687622,-0.3330261,0.03119835,-0.01407557,0.02126025
32.22,-1.080164,-0.04606441,-0.3318161,0.03224443,-0.01673891,0.02079714
32.22334,-1.08191,-0.04505422,-0.3305107,0.03329051,-0.01860117,0.01873185
32.22667,-1.082756,-0.04314378,-0.3295029,0.0328336,-0.01806398,0.01676575
32.23,-1.082904,-0.04303005,-0.3310968,0.03088133,-0.01552789,0.01580292
32.23333,-1.081751,-0.04391959,-0.3312906,0.03052741,-0.01259126,0.01563735
32.23667,-1.081399,-0.04390885,-0.3306834,0.03077241,-0.01065407,0.0167726
32.24,-1.080845,-0.04279568,-0.3284739,0.03191767,-0.008316346,0.01840757
32.24334,-1.081493,-0.04098441,-0.3240672,0.0318613,-0.00667671,0.01864255
32.24667,-1.08354,-0.03827287,-0.3218616,0.03040494,-0.006738428,0.01717617
32.25,-1.086187,-0.0364616,-0.3199536,0.02785376,-0.005503149,0.01531307
32.25333,-1.088234,-0.03545142,-0.3194455,0.02459686,-0.003665148,0.01554805
32.25667,-1.08868,-0.03734041,-0.3205396,0.02194268,-0.000427153,0.01678248
32.26,-1.088828,-0.03862668,-0.3219351,0.02048632,0.001708394,0.01971826
32.26333,-1.089376,-0.03911567,-0.3216254,0.02043376,0.003447213,0.0216546
32.26667,-1.090123,-0.03970385,-0.3208197,0.02127766,0.003183316,0.02288903
32.27,-1.091568,-0.04009366,-0.3188125,0.02232374,0.002022964,0.02232292
32.27333,-1.093715,-0.0402813,-0.3167061,0.02056983,0.001659885,0.02235953
32.27667,-1.095064,-0.04106783,-0.3154999,0.01881592,0.00079708,0.02069479
32.28,-1.094911,-0.04345655,-0.3161896,0.01745874,0.000735362,0.01872869
32.28333,-1.095459,-0.04774498,-0.3171846,0.01680347,0.001673094,0.01866612
32.28667,-1.095305,-0.05123615,-0.3166765,0.01825009,0.003110552,0.01930165
32.29,-1.095453,-0.05222486,-0.3153712,0.02069616,0.003647741,0.01993717
32.29333,-1.096799,-0.05261086,-0.3153628,0.02384032,0.001484125,0.01917269
32.29667,-1.099644,-0.05229877,-0.3139583,0.02588585,-0.00107622,0.01620714
32.3,-1.101592,-0.05318831,-0.3144497,0.02603167,-0.001038756,0.0145424
32.30333,-1.101641,-0.05247567,-0.3159443,0.02527721,0.000398701,0.01337739
32.30667,-1.100087,-0.05266712,-0.3184346,0.0235233,0.002335884,0.01351318
32.31,-1.097634,-0.05285475,-0.32123,0.0243672,0.005070339,0.01504897
32.31334,-1.096481,-0.05084131,-0.3212217,0.02631355,0.007308883,0.01758422
32.31667,-1.096327,-0.04803059,-0.3212133,0.02825608,0.008845523,0.020417
32.32,-1.097475,-0.04641768,-0.3214072,0.0297027,0.009184348,0.02245252
32.32333,-1.099324,-0.04460642,-0.3225013,0.02964633,0.009221812,0.02298886
32.32667,-1.099868,-0.04369542,-0.3231948,0.02869351,0.011159,0.0241241
32.33,-1.100714,-0.04348632,-0.3257881,0.0268366,0.01399645,0.02675853
32.33334,-1.101762,-0.04417368,-0.3277787,0.0250827,0.01623499,0.03159403
32.33667,-1.101712,-0.04526158,-0.3286744,0.02612877,0.01767245,0.03723062
32.34,-1.101455,-0.04584976,-0.3275674,0.0281743,0.01910991,0.04136422
32.34333,-1.103503,-0.04503794,-0.3260599,0.02741985,0.02034518,0.04489891
32.34667,-1.10615,-0.04412694,-0.3240527,0.02596348,0.01998211,0.04773552
32.35,-1.1088,-0.04261704,-0.3251429,0.02321012,0.0198212,0.04977103
32.35333,-1.109646,-0.04300303,-0.3265384,0.0201554,0.02065976,0.05130682
32.35667,-1.110694,-0.04519339,-0.3293301,0.01690232,0.02189503,0.05363989
32.36,-1.112238,-0.04668183,-0.330325,0.01464487,0.02443494,0.05607595
32.36333,-1.113687,-0.0465681,-0.3312169,0.01488986,0.0264713,0.05911091
32.36667,-1.117535,-0.04495901,-0.3314107,0.01483731,0.02620741,0.05954807
32.37,-1.12128,-0.0440442,-0.3307043,0.01488012,0.02554678,0.05708224
32.37333,-1.125628,-0.04283565,-0.3296965,0.01472839,0.02498534,0.0547156
32.37667,-1.129373,-0.04182166,-0.3296882,0.01257393,0.02662116,0.05105196
32.38,-1.130223,-0.04240983,-0.3316825,0.01111757,0.02735671,0.0481894
32.38334,-1.131969,-0.04270047,-0.3333755,0.009863388,0.0279969,0.04572357
32.38667,-1.132914,-0.04168647,-0.3341683,0.01040974,0.02943436,0.04445937
32.39,-1.134763,-0.0399782,-0.3343621,0.01195173,0.02907128,0.04329436
32.39333,-1.137311,-0.03836529,-0.3356546,0.01319999,0.02690766,0.04092772
32.39667,-1.139858,-0.03725212,-0.336146,0.01444443,0.02374459,0.03666516
32.4,-1.142104,-0.03534167,-0.3373393,0.01378916,0.02248506,0.03279934
32.40334,-1.144651,-0.03512876,-0.3402339,0.01143253,0.02112253,0.0305357
32.40667,-1.145299,-0.03511802,-0.3423274,0.009880796,0.01945864,0.03106822
32.41,-1.144745,-0.03670565,-0.343021,0.01012579,0.0194961,0.03260401
32.41333,-1.143492,-0.03699628,-0.3431118,0.01037078,0.01883166,0.0341398
32.41667,-1.143339,-0.0373861,-0.3410054,0.01161522,0.01717159,0.03407723
32.42,-1.144685,-0.03567401,-0.3409971,0.01206239,0.0155077,0.03420922
32.42333,-1.144634,-0.03406111,-0.3402906,0.01090739,0.01424435,0.0330442
32.42667,-1.143481,-0.0338482,-0.3419836,0.009149671,0.01318318,0.03158164
32.43,-1.141726,-0.03513828,-0.3438788,0.007197398,0.01272092,0.03121771
32.43333,-1.138074,-0.03682509,-0.3461708,0.007343208,0.01295674,0.0320516
32.43667,-1.135521,-0.03821435,-0.3476616,0.007687382,0.01189558,0.03318685
32.44,-1.13317,-0.03810444,-0.3478554,0.008733462,0.0101325,0.03312046
32.44333,-1.132315,-0.03729262,-0.3473512,0.00947818,0.00646971,0.03385898
32.44667,-1.133264,-0.03617944,-0.3469423,0.009322628,0.004508273,0.03239261
32.45,-1.13171,-0.03516926,-0.3469339,0.009567621,0.003546286,0.0325284
32.45333,-1.130756,-0.03635634,-0.3488291,0.00771453,0.004381021,0.03226366
32.45667,-1.130003,-0.03794397,-0.3512202,0.006658711,0.005818479,0.03370026
32.46,-1.129949,-0.03843297,-0.3529132,0.007002886,0.007156755,0.03593414
32.46333,-1.130097,-0.03632415,-0.3533092,0.006847335,0.00749558,0.03886993
32.46667,-1.130947,-0.03481043,-0.3518017,0.006893964,0.007433861,0.03940246
32.47,-1.133391,-0.03299916,-0.3491918,0.006738413,0.007669689,0.03893934
32.47334,-1.13664,-0.03098953,-0.349088,0.004984504,0.008607422,0.03777433
32.47667,-1.139287,-0.02957499,-0.34858,0.002429509,0.01004488,0.03810849
32.48,-1.141735,-0.02956426,-0.3476714,-0.00052603,0.01158152,0.03964428
32.48333,-1.143679,-0.02995407,-0.3461638,-0.002978028,0.01341952,0.04217952
32.48667,-1.145227,-0.03004252,-0.3428596,-0.004533573,0.01525752,0.04501612
32.49,-1.148774,-0.02792989,-0.3390518,-0.006390478,0.01719471,0.04755136
32.49334,-1.15292,-0.02501999,-0.3354462,-0.007743844,0.01773189,0.04868661
32.49667,-1.158667,-0.022606,-0.332039,-0.01029884,0.01826908,0.04802132
32.5,-1.164316,-0.02119528,-0.3299287,-0.01395247,0.01950818,0.04775658
32.50333,-1.168862,-0.02048264,-0.3290239,-0.01660664,0.02154454,0.04839209
32.50667,-1.17181,-0.02017437,-0.3299159,-0.01986354,0.02378309,0.04942816
32.51,-1.173457,-0.01886282,-0.3292094,-0.02191881,0.02551809,0.04986151
32.51333,-1.176405,-0.01784883,-0.3280033,-0.021773,0.02445692,0.04969594
32.51667,-1.18015,-0.01553784,-0.327396,-0.02282501,0.02179358,0.04743229
32.52,-1.183796,-0.0135282,-0.3266896,-0.02348028,0.01863051,0.04596973
32.52333,-1.186546,-0.01211366,-0.3262807,-0.02513501,0.01776771,0.04310336
32.52667,-1.187991,-0.01180157,-0.3287748,-0.02818973,0.01820571,0.04243807
32.53,-1.188737,-0.01289329,-0.3324667,-0.02894419,0.01994453,0.04307359
32.53333,-1.189385,-0.01367983,-0.3342589,-0.02969865,0.02128281,0.04460938
32.53667,-1.189231,-0.01346692,-0.3366538,-0.02895393,0.02201836,0.04634354
32.54,-1.18838,-0.01345619,-0.3368476,-0.02730894,0.02165528,0.04768096
32.54333,-1.189027,-0.01144656,-0.3375412,-0.02556477,0.01999521,0.04631377
32.54667,-1.189973,-0.01033338,-0.3387345,-0.02501842,0.01933077,0.0455493
32.55,-1.189621,-0.009822924,-0.3395272,-0.02597506,0.01986795,0.0442851
32.55333,-1.187968,-0.01101001,-0.3413194,-0.02663033,0.02080569,0.04422253
32.55667,-1.184915,-0.01270063,-0.342711,-0.02508453,0.02224314,0.04495724
32.56,-1.18306,-0.0146888,-0.3426035,-0.02333655,0.02428333,0.04559276
32.56334,-1.181309,-0.0150748,-0.3418971,-0.01959348,0.02511806,0.04582774
32.56667,-1.181556,-0.01576597,-0.3394893,-0.01624713,0.02555607,0.04426218
32.57,-1.181402,-0.01695306,-0.337482,-0.01480051,0.0264938,0.04249826
32.57333,-1.181149,-0.0178426,-0.3352764,-0.0140558,0.02803044,0.04063134
32.57667,-1.180397,-0.02083022,-0.3342686,-0.01461189,0.03076871,0.03876823
32.58,-1.179343,-0.02431756,-0.3331617,-0.01486662,0.03350698,0.03870185
32.58334,-1.179991,-0.02850682,-0.3312574,-0.01372136,0.0351428,0.03903982
32.58667,-1.17904,-0.03049498,-0.3284491,-0.01317501,0.03508108,0.03797399
32.59,-1.178986,-0.03138452,-0.3255416,-0.01273165,0.03331801,0.03640844
32.59333,-1.181731,-0.03137379,-0.322634,-0.01308556,0.03055548,0.03474369
32.59667,-1.184481,-0.03085952,-0.3214279,-0.01583892,0.02739242,0.03277759
32.6,-1.186025,-0.03044825,-0.3221214,-0.01959555,0.02613288,0.03201312
32.60333,-1.187672,-0.03073888,-0.3227158,-0.02434781,0.02617035,0.03214892
32.60667,-1.189121,-0.0296257,-0.3248056,-0.02750553,0.02670754,0.03498552
32.61,-1.189967,-0.02991633,-0.3263994,-0.03056025,0.02864472,0.03911912
32.61333,-1.190614,-0.02760152,-0.3271921,-0.03191362,0.02848,0.04125382
32.61667,-1.192361,-0.02459244,-0.3283854,-0.0331678,0.02681993,0.0421907
32.62,-1.196109,-0.021179,-0.3296779,-0.0364247,0.02595712,0.04182677
32.62333,-1.198855,-0.01836828,-0.3334728,-0.0395786,0.02589159,0.04196257
32.62667,-1.199903,-0.0173581,-0.336665,-0.04343441,0.02653178,0.04189619
32.63,-1.200452,-0.01704601,-0.3392583,-0.04668749,0.02756869,0.04273007
32.63334,-1.199898,-0.01603201,-0.3417524,-0.04714059,0.02770534,0.04536831
32.63667,-1.201144,-0.01532319,-0.3421445,-0.04529724,0.02664417,0.04700328
32.64,-1.20289,-0.01470974,-0.3435362,-0.04275198,0.02467892,0.04833689
32.64333,-1.204637,-0.01149848,-0.3446303,-0.04180508,0.0226183,0.04957132
32.64667,-1.206486,-0.009187482,-0.3450225,-0.04246036,0.02185467,0.0485093
32.65,-1.206931,-0.007677576,-0.3473144,-0.04371455,0.02089269,0.04834374
32.65334,-1.206679,-0.008063573,-0.3501099,-0.04367173,0.01953016,0.04927681
32.65667,-1.205827,-0.009353654,-0.352604,-0.04222511,0.01876654,0.05051505
32.66,-1.204674,-0.01034237,-0.3539956,-0.04098067,0.017507,0.05084921
32.66333,-1.20502,-0.01003028,-0.3537889,-0.03963323,0.01624365,0.05138555
32.66667,-1.206469,-0.009016287,-0.3539827,-0.03959041,0.0129814,0.05121999
32.67,-1.208413,-0.008307465,-0.3539744,-0.04064242,0.01031806,0.05065388
32.67334,-1.21106,-0.008693463,-0.3551677,-0.04309823,0.008856351,0.04869159
32.67667,-1.212909,-0.009682183,-0.3571621,-0.04565322,0.007394638,0.04792331
32.68,-1.215857,-0.01177335,-0.3589543,-0.0477085,0.008229374,0.04995883
32.68333,-1.217401,-0.01365852,-0.359747,-0.04926404,0.008667381,0.0522957
32.68667,-1.217049,-0.01425052,-0.3596395,-0.05011768,0.009006205,0.05523149
32.69,-1.219398,-0.0147357,-0.3588338,-0.05147105,0.009741759,0.05686646
32.69333,-1.223044,-0.01432442,-0.3589247,-0.05172578,0.01008058,0.05710144
32.69667,-1.226492,-0.0156145,-0.3597174,-0.05368187,0.01121668,0.05673751
32.7,-1.22804,-0.01750349,-0.3603118,-0.05673659,0.01325686,0.05577086
32.70333,-1.227886,-0.02009057,-0.3609062,-0.05859349,0.01619349,0.05600584
32.70667,-1.227431,-0.02257846,-0.3611992,-0.05904659,0.01842822,0.05664136
32.71,-1.227079,-0.02466963,-0.3602906,-0.05859942,0.02096813,0.05797878
32.71333,-1.227426,-0.02585672,-0.3598817,-0.05695443,0.02170368,0.05851131
32.71667,-1.229473,-0.02594517,-0.3574777,-0.05551162,0.02174115,0.05714793
32.72,-1.23162,-0.02663253,-0.355768,-0.05696417,0.02158025,0.05458292
32.72334,-1.231867,-0.02762125,-0.354764,-0.0587219,0.02181607,0.05161737
32.72667,-1.230615,-0.02931187,-0.354256,-0.05827472,0.02205572,0.0494529
32.73,-1.229363,-0.03189895,-0.354549,-0.05772837,0.02209318,0.04868843
32.73333,-1.228507,-0.03468821,-0.3537434,-0.05558366,0.02292792,0.04732505
32.73667,-1.227255,-0.03537557,-0.352335,-0.05493812,0.02336592,0.04566031
32.74,-1.227704,-0.03426239,-0.3505262,-0.0541934,0.02190421,0.04399557
32.74334,-1.228451,-0.03275248,-0.34932,-0.05314733,0.02074386,0.0411292
32.74667,-1.228298,-0.03224202,-0.3494146,-0.05410396,0.01988105,0.03776692
